,movieId,title,genres,rating_avg,year,total_votes
6962,65882,"Uninvited, The ",Drama|Horror|Mystery|Thriller,3.5,2009,1.0
4311,6299,"Winged Migration (Peuple migrateur, Le) ",Documentary,3.5,2001,9.0
4429,6542,"Cuckoo, The (Kukushka) ",Comedy|Drama|War,3.5,2002,1.0
4278,6245,Sweet Charity ,Comedy|Drama|Musical|Romance,3.5,1969,1.0
1897,2521,Airport 1975 ,Action|Drama|Thriller,3.5,1974,2.0
7122,71129,Green Lantern: First Flight ,Action|Adventure|Animation|Fantasy|Sci-Fi,3.5,2009,1.0
7088,70206,"Collector, The ",Crime|Horror|Thriller,3.5,2009,1.0
6933,65037,Ben X ,Drama,3.5,2007,1.0
7092,70301,Obsessed ,Crime|Drama|Thriller,3.5,2009,1.0
4305,6291,Lilya 4-Ever (Lilja 4-ever) ,Crime|Drama,3.5,2002,3.0
7093,70305,Race to Witch Mountain ,Adventure|Children|Fantasy|Sci-Fi|Thriller,3.5,2009,2.0
6957,65685,Inkheart ,Adventure|Fantasy,3.5,2008,5.0
4303,6289,Ghosts of the Abyss ,Documentary|IMAX,3.5,2003,1.0
7094,70334,Hannah Montana: The Movie ,Comedy|Drama|Musical|Romance,3.5,2009,1.0
7098,70492,Winds of the Wasteland ,Western,3.5,1936,1.0
7114,70946,Troll 2 ,Fantasy|Horror,3.5,1990,3.0
4415,6516,Anastasia ,Drama,3.5,1956,1.0
6935,65126,Choke ,Comedy|Drama,3.5,2008,3.0
1869,2483,"Day of the Beast, The (Día de la Bestia, El) ",Adventure|Comedy|Thriller,3.5,1995,1.0
7108,70697,G-Force ,Action|Adventure|Children|Fantasy,3.5,2009,1.0
6937,65133,Blackadder Back & Forth ,Comedy,3.5,1999,2.0
6949,65585,Bride Wars ,Comedy|Romance,3.5,2009,4.0
7083,69953,9to5: Days in Porn (a.k.a. 9 to 5: Days in Porn) ,Documentary,3.5,2008,1.0
4433,6549,How to Deal ,Comedy|Drama|Romance,3.5,2003,3.0
4343,6344,101 Reykjavik (101 Reykjavík) ,Comedy|Drama|Romance,3.5,2000,1.0
6969,66240,Dead Like Me: Life After Death ,Comedy|Fantasy,3.5,2009,1.0
4448,6567,Buffalo Soldiers ,Comedy|Crime|Drama|War,3.5,2001,3.0
4249,6196,Cradle 2 the Grave ,Action|Crime|Drama|Thriller,3.5,2003,3.0
4400,6466,Mississippi Masala ,Drama|Romance,3.5,1991,3.0
4252,6202,Late Marriage (Hatuna Meuheret) ,Comedy|Drama|Romance,3.5,2001,1.0
6911,64116,Igor ,Animation|Comedy,3.5,2008,2.0
7163,71823,"New York, I Love You ",Drama|Romance,3.5,2009,4.0
6916,64278,"Pervert's Guide to Cinema, The ",Documentary,3.5,2006,1.0
7158,71640,Burma VJ: Reporting from a Closed Country (Burma VJ: Reporter i et lukket land) ,Documentary,3.5,2008,1.0
6979,66665,Away We Go ,Comedy|Drama|Romance,3.5,2009,4.0
6976,66509,Funny People ,Comedy|Drama,3.5,2009,5.0
1149,1507,Paradise Road ,Drama|War,3.5,1997,1.0
7149,71494,"Haunted World of El Superbeasto, The ",Action|Animation|Comedy|Horror|Thriller,3.5,2009,1.0
4338,6337,Owning Mahowny ,Crime|Drama|Thriller,3.5,2003,4.0
4294,6273,In a Lonely Place ,Drama|Film-Noir|Mystery|Romance,3.5,1950,1.0
7138,71327,Bright Star ,Drama|Romance,3.5,2009,1.0
4335,6334,Blue Car ,Drama,3.5,2002,3.0
7050,69251,Special ,Drama|Fantasy,3.5,2006,1.0
6971,66310,Frontière(s) ,Drama|Horror|Thriller,3.5,2007,1.0
6970,66297,Futurama: Into the Wild Green Yonder ,Action|Animation|Comedy|Sci-Fi,3.5,2009,6.0
7056,69406,"Proposal, The ",Comedy|Romance,3.5,2009,16.0
4454,6577,Kickboxer 2: The Road Back ,Action|Drama,3.5,1991,2.0
4270,6234,Equus ,Drama|Mystery,3.5,1977,1.0
7061,69495,Breakfast with Scot ,Drama|Romance,3.5,2007,1.0
7070,69654,Prison Break: The Final Break ,Action|Drama|Thriller,3.5,2009,1.0
1087,1412,Some Mother's Son ,Drama,3.5,1996,1.0
4329,6327,"Decade Under the Influence, A ",Documentary,3.5,2003,3.0
4871,7301,Diary of a Country Priest (Journal d'un curé de campagne) ,Drama,3.5,1951,3.0
4455,6578,"Kiss Me, Stupid ",Comedy,3.5,1964,1.0
6111,42732,Last Holiday ,Comedy,3.5,2006,3.0
5196,8459,"Heiress, The ",Drama|Romance,3.5,1949,1.0
5195,8458,To Each His Own ,Drama,3.5,1946,1.0
5193,8454,Luna Papa ,Comedy|Drama|Fantasy,3.5,1999,1.0
1360,1857,"Real Blonde, The ",Comedy,3.5,1997,1.0
6080,41627,Samurai Rebellion (Jôi-uchi: Hairyô tsuma shimatsu) ,Action|Drama,3.5,1967,1.0
5184,8410,Suddenly ,Crime|Drama|Film-Noir,3.5,1954,1.0
6089,42004,Transamerica ,Adventure|Comedy|Drama,3.5,2005,6.0
6103,42602,"Boys of Baraka, The ",Documentary,3.5,2005,1.0
6114,42740,Looking for Comedy in the Muslim World ,Comedy,3.5,2005,1.0
6071,40966,"Libertine, The ",Drama,3.5,2004,1.0
6119,43333,Water ,Drama|Romance,3.5,2005,1.0
5155,8336,"Major and the Minor, The ",Comedy|Romance,3.5,1942,1.0
5154,8335,Make Way for Tomorrow ,Drama,3.5,1937,1.0
1632,2178,Frenzy ,Thriller,3.5,1972,2.0
5151,8302,"Front Page, The ",Comedy|Drama|Romance,3.5,1931,1.0
5150,8293,Used People ,Comedy|Drama,3.5,1992,1.0
5148,8275,College ,Comedy,3.5,1927,1.0
6124,43549,Helter Skelter ,Action|Crime|Drama|Horror,3.5,2004,1.0
5197,8461,Dragon Seed ,Drama|War,3.5,1944,1.0
1621,2165,Your Friends and Neighbors ,Comedy|Drama,3.5,1998,2.0
5993,37240,Why We Fight ,Documentary,3.5,2005,4.0
5241,8591,"Philadelphia Experiment, The ",Adventure|Drama|Sci-Fi,3.5,1984,1.0
5275,8685,"Miracle of Marcelino, The (Marcelino pan y vino) ",Comedy|Drama,3.5,1955,1.0
5274,8684,"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut) ",Adventure|Drama,3.5,1956,1.0
5271,8667,A Home at the End of the World ,Drama|Romance,3.5,2004,1.0
6007,37733,"History of Violence, A ",Action|Crime|Drama|Thriller,3.5,2005,27.0
5267,8650,Long Day's Journey Into Night ,Drama,3.5,1962,1.0
6008,37736,Oliver Twist ,Drama,3.5,2005,3.0
5251,8611,"Farmer's Daughter, The ",Comedy,3.5,1947,1.0
6027,38992,Two for the Money ,Drama,3.5,2005,1.0
5239,8587,Mayor of the Sunset Strip ,Documentary,3.5,2003,1.0
5201,8465,Johnny Eager ,Crime|Drama|Film-Noir|Romance,3.5,1942,1.0
6029,39231,Elizabethtown ,Comedy|Drama|Romance,3.5,2005,4.0
6030,39234,North Country ,Drama,3.5,2005,4.0
5231,8571,Bob & Carol & Ted & Alice ,Comedy|Drama,3.5,1969,1.0
5228,8534,Two Brothers (Deux frères) ,Adventure|Children|Drama,3.5,2004,1.0
5219,8518,Anna Christie ,Drama,3.5,1930,1.0
5218,8512,Silent Movie ,Comedy,3.5,1976,1.0
5206,8487,Please Don't Eat the Daisies ,Children|Comedy|Musical,3.5,1960,2.0
6066,40870,C.R.A.Z.Y. ,Drama,3.5,2005,2.0
5144,8264,Grey Gardens ,Documentary,3.5,1975,1.0
1634,2180,Torn Curtain ,Thriller,3.5,1966,1.0
6132,43744,Imagine Me & You ,Comedy|Drama|Romance,3.5,2005,1.0
5056,7924,Stray Dog (Nora inu) ,Drama|Film-Noir|Thriller,3.5,1949,1.0
5087,8015,"Phantom Tollbooth, The ",Adventure|Animation|Children|Fantasy,3.5,1970,1.0
5071,7979,Monterey Pop ,Documentary|Musical,3.5,1968,1.0
6239,46559,"Road to Guantanamo, The ",Drama|War,3.5,2006,1.0
6240,46572,Edmond ,Drama|Thriller,3.5,2005,3.0
5064,7938,Winter Light (Nattvardsgästerna) ,Drama,3.5,1963,1.0
5063,7937,"Silence, The (Tystnaden) ",Drama,3.5,1963,2.0
6244,46723,Babel ,Drama|Thriller,3.5,2006,31.0
6248,46862,Orchestra Rehearsal (Prova d'orchestra) ,Drama,3.5,1978,1.0
5055,7920,Desperate Living ,Comedy|Crime,3.5,1977,1.0
6134,43869,Curious George ,Adventure|Animation|Children|Comedy,3.5,2006,2.0
5054,7916,Gidget ,Comedy,3.5,1959,1.0
5051,7896,Ride the High Country ,Adventure|Drama|Western,3.5,1962,1.0
5050,7895,Bring Me the Head of Alfredo Garcia ,Crime|Drama|Thriller,3.5,1974,2.0
5049,7894,"Duck, You Sucker ",Action|Western,3.5,1971,4.0
5042,7879,Notorious C.H.O. ,Comedy,3.5,2002,1.0
6263,47254,Chaos ,Action|Crime|Drama|Thriller,3.5,2005,1.0
5039,7844,"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) ",Action|Comedy,3.5,1993,2.0
6265,47382,Step Up ,Drama|Romance,3.5,2006,4.0
1666,2241,Class ,Comedy,3.5,1983,4.0
5090,8024,"Thing Called Love, The ",Comedy|Drama|Romance,3.5,1993,2.0
6191,44974,Hard Candy ,Drama|Thriller,3.5,2005,12.0
1331,1801,"Man in the Iron Mask, The ",Action|Adventure|Drama,3.5,1998,25.0
1641,2187,Stage Fright ,Mystery|Romance|Thriller,3.5,1950,2.0
5135,8232,I Love You Again ,Comedy|Drama,3.5,1940,1.0
1342,1825,The Players Club ,Comedy|Drama,3.5,1998,1.0
5129,8196,Beyond the Valley of the Dolls ,Comedy|Horror,3.5,1970,1.0
1648,2201,"Paradine Case, The ",Drama,3.5,1947,2.0
5124,8188,Sansho the Bailiff (Sanshô dayû) ,Drama,3.5,1954,1.0
5119,8157,Jin Roh: The Wolf Brigade (Jin-Rô) ,Animation|Fantasy|Thriller,3.5,1998,5.0
6161,44301,Lights in the Dusk (Laitakaupungin valot) ,Crime|Drama,3.5,2006,1.0
5115,8143,Lola Montès ,Drama,3.5,1955,1.0
6164,44511,Unknown White Male ,Documentary,3.5,2005,1.0
1337,1810,Primary Colors ,Comedy|Drama,3.5,1998,11.0
5109,8131,Pursuit of Happiness ,Comedy|Romance,3.5,2001,1.0
5107,8126,Shock Corridor ,Drama,3.5,1963,1.0
1660,2227,"Lodger: A Story of the London Fog, The ",Crime|Drama|Thriller,3.5,1927,3.0
5101,8094,Bad Day at Black Rock ,Drama|Thriller|Western,3.5,1955,1.0
5100,8093,Shiri (Swiri) ,Action|Drama|Romance|Thriller,3.5,1999,1.0
6179,44788,This Film Is Not Yet Rated ,Documentary,3.5,2006,6.0
6001,37495,Survive Style 5+ ,Fantasy|Mystery|Romance|Thriller,3.5,2004,1.0
5282,8718,"Snake Pit, The ",Drama,3.5,1948,2.0
5033,7835,Song of the Thin Man ,Comedy|Crime|Drama|Musical|Mystery|Romance,3.5,1947,1.0
5771,31297,Gold Diggers of 1935 ,Comedy|Musical,3.5,1935,1.0
5502,26399,Five Deadly Venoms ,Action,3.5,1978,1.0
5499,26386,High Anxiety ,Comedy|Thriller,3.5,1977,1.0
5744,30846,"Assassination of Richard Nixon, The ",Crime|Drama|Thriller,3.5,2004,2.0
5487,26317,Emmanuelle ,Drama|Romance,3.5,1974,1.0
5758,31086,Battles Without Honor & Humanity (Jingi naki tatakai) ,Crime|Drama,3.5,1973,1.0
5759,31101,Stander ,Action|Crime|Drama,3.5,2003,2.0
5766,31193,"Many Adventures of Winnie the Pooh, The ",Animation|Children|Musical,3.5,1977,1.0
5770,31260,Boys Town ,Drama,3.5,1938,1.0
5471,26184,"Diamond Arm, The (Brilliantovaya ruka) ",Action|Adventure|Comedy|Crime|Thriller,3.5,1968,2.0
5722,27866,In My Father's Den ,Drama,3.5,2004,1.0
5772,31309,Rocco and His Brothers (Rocco e i suoi fratelli) ,Crime|Drama,3.5,1960,1.0
5462,26151,Au Hasard Balthazar ,Crime|Drama,3.5,1966,2.0
5793,31664,Gorgeous (Boh lee chun) ,Action|Comedy|Romance,3.5,1999,1.0
1552,2089,"Rescuers Down Under, The ",Adventure|Animation|Children,3.5,1990,10.0
5801,31737,Bunny Lake Is Missing ,Mystery|Thriller,3.5,1965,1.0
5442,26002,Confidential Report ,Crime|Drama|Mystery|Thriller,3.5,1955,1.0
5441,25999,The Wild One ,Drama,3.5,1953,1.0
5440,25996,"Star Is Born, A ",Drama|Musical,3.5,1954,1.0
5730,27905,Casshern ,Action|Drama|Fantasy|Sci-Fi,3.5,2004,1.0
5513,26472,"Norte, El ",Adventure|Drama,3.5,1984,1.0
5991,36931,New Police Story (Xin jing cha gu shi) ,Action|Crime|Drama,3.5,2004,1.0
5631,27311,Batman Beyond: Return of the Joker ,Action|Animation|Crime|Sci-Fi|Thriller,3.5,2000,3.0
5601,26958,Emma ,Romance,3.5,1996,1.0
5602,26965,"Boxer, The ",Drama|Thriller,3.5,1997,2.0
5606,27002,From the Earth to the Moon ,Action|Documentary|Drama|Thriller,3.5,1998,1.0
5608,27006,RKO 281 ,Drama,3.5,1999,1.0
5578,26796,"Heart in Winter, A (Un coeur en hiver) ",Drama|Romance,3.5,1992,1.0
5612,27032,Who Am I? (Wo shi shei) ,Action|Adventure|Comedy|Sci-Fi|Thriller,3.5,1998,2.0
1482,2007,Polish Wedding ,Comedy,3.5,1998,2.0
5628,27255,"Wind Will Carry Us, The (Bad ma ra khahad bord) ",Drama,3.5,1999,1.0
5553,26695,"Krays, The ",Drama,3.5,1990,1.0
5518,26523,"Silent Night, Deadly Night ",Horror|Thriller,3.5,1984,1.0
5552,26694,Ju Dou ,Drama,3.5,1990,1.0
5655,27537,Nothing ,Comedy|Fantasy|Mystery|Sci-Fi,3.5,2003,1.0
5660,27584,Dead End ,Comedy|Horror|Mystery|Thriller,3.5,2003,2.0
5668,27644,Remember Me (Ricordati di me) ,Comedy|Drama|Romance,3.5,2003,1.0
5676,27692,And Starring Pancho Villa as Himself ,Action|Comedy|Drama|War,3.5,2003,1.0
5528,26564,'Round Midnight ,Drama|Musical,3.5,1986,2.0
5700,27790,Millions ,Children|Comedy|Crime|Drama|Fantasy,3.5,2004,4.0
5712,27829,Slasher ,Documentary,3.5,2004,1.0
5434,25946,"Three Musketeers, The ",Action|Adventure|Drama|Romance,3.5,1948,1.0
5433,25940,"Lady from Shanghai, The ",Drama|Film-Noir|Mystery,3.5,1947,1.0
5430,25923,Great Expectations ,Drama,3.5,1946,1.0
5910,33677,Rock School ,Documentary,3.5,2005,3.0
5875,33124,Before the Fall (NaPolA - Elite für den Führer) ,Drama|War,3.5,2004,1.0
5883,33162,Kingdom of Heaven ,Action|Drama|Romance|War,3.5,2005,17.0
5368,8952,Falling Angels ,Drama,3.5,2003,1.0
5892,33312,"Cocoanuts, The ",Comedy|Musical,3.5,1929,1.0
5894,33435,Los Angeles Plays Itself ,Documentary,3.5,2003,1.0
5354,8921,"Rose Tattoo, The ",Drama|Romance,3.5,1955,1.0
5353,8920,"Country Girl, The ",Drama,3.5,1954,1.0
5348,8915,Stage Beauty ,Drama,3.5,2004,1.0
1385,1897,High Art ,Drama|Romance,3.5,1998,2.0
5811,31952,Control (Kontroll) ,Comedy|Crime|Drama|Mystery,3.5,2003,1.0
5924,33838,Rize ,Documentary,3.5,2005,1.0
5326,8848,"Vitelloni, I (a.k.a. The Young and the Passionate) ",Drama,3.5,1953,2.0
5939,34164,Happy Endings ,Comedy|Drama,3.5,2005,1.0
5320,8833,Vanity Fair ,Drama|Romance,3.5,2004,3.0
5318,8831,Suspect Zero ,Crime|Thriller,3.5,2004,1.0
5969,35015,Duma ,Adventure|Drama,3.5,2005,1.0
5297,8774,Sherlock Holmes: The Woman in Green ,Mystery,3.5,1945,1.0
5290,8753,Unprecedented: The 2000 Presidential Election ,Documentary,3.5,2002,1.0
5869,32906,"Ascent, The (Voskhozhdeniye) ",Drama|War,3.5,1977,1.0
5868,32898,"Trip to the Moon, A (Voyage dans la lune, Le) ",Action|Adventure|Fantasy|Sci-Fi,3.5,1902,5.0
5864,32799,Maidens in Uniform (Mädchen in Uniform) ,Drama|Romance,3.5,1931,1.0
1403,1922,Whatever ,Drama,3.5,1998,2.0
5428,25905,"Miracle of Morgan's Creek, The ",Comedy|Romance,3.5,1944,1.0
5812,31973,Germany Year Zero (Germania anno zero) (Deutschland im Jahre Null) ,Drama|War,3.5,1948,1.0
5424,25870,Here Comes Mr. Jordan ,Comedy|Fantasy|Romance,3.5,1941,1.0
1419,1941,Hamlet ,Drama,3.5,1948,2.0
5416,25827,Mr. Deeds Goes to Town ,Comedy|Romance,3.5,1936,2.0
5415,25826,Libeled Lady ,Comedy|Romance,3.5,1936,1.0
5412,25797,Gold Diggers of 1933 ,Musical,3.5,1933,1.0
5411,25795,Dinner at Eight ,Comedy|Drama|Romance,3.5,1933,1.0
5828,32243,Stealing Rembrandt (Rembrandt) ,Action|Comedy|Crime,3.5,2003,1.0
5831,32294,Milk and Honey ,Drama,3.5,2003,1.0
5836,32314,Incident at Loch Ness ,Adventure|Comedy|Documentary,3.5,2004,1.0
1411,1932,"Great Ziegfeld, The ",Drama|Musical,3.5,1936,1.0
1408,1928,Cimarron ,Drama|Western,3.5,1931,1.0
5394,8989,Damn Yankees! ,Comedy|Musical,3.5,1958,1.0
5854,32600,Eros ,Drama,3.5,2004,1.0
5855,32620,Not on the Lips (Pas sur la bouche) ,Comedy|Musical|Romance,3.5,2003,1.0
5856,32632,Electra Glide in Blue ,Action|Crime,3.5,1973,1.0
5034,7839,Love Crazy ,Comedy,3.5,1941,1.0
6269,47446,"Moustache, La ",Drama|Mystery|Thriller,3.5,2005,1.0
6894,63433,Farscape: The Peacekeeper Wars ,Action|Adventure|Sci-Fi,3.5,2004,4.0
1202,1600,She's So Lovely ,Drama|Romance,3.5,1997,2.0
6669,57522,First Sunday ,Comedy|Crime,3.5,2008,1.0
6674,57637,"Signal, The ",Horror|Sci-Fi|Thriller,3.5,2007,1.0
4638,6932,Shattered Glass ,Crime|Drama,3.5,2003,7.0
4636,6920,"Cercle Rouge, Le (Red Circle, The) ",Crime|Thriller,3.5,1970,3.0
4634,6912,You'll Never Get Rich ,Comedy|Musical|Romance,3.5,1941,1.0
4633,6911,"Jolson Story, The ",Musical,3.5,1946,1.0
4630,6899,Alien from L.A. ,Sci-Fi,3.5,1988,1.0
4623,6886,Beyond Borders ,Drama|Romance|War,3.5,2003,1.0
4607,6862,Out of Time ,Crime|Drama|Thriller,3.5,2003,2.0
4650,6949,"Big Empty, The ",Comedy|Mystery|Sci-Fi,3.5,2003,1.0
6703,58347,Penelope ,Comedy|Fantasy|Romance,3.5,2006,4.0
6709,58554,"Class, The (Klass) ",Drama,3.5,2007,2.0
6711,58627,Never Back Down ,Action,3.5,2008,1.0
6712,58655,Drillbit Taylor ,Comedy,3.5,2008,2.0
4596,6836,"Amazing Transparent Man, The ",Sci-Fi,3.5,1960,1.0
6719,58870,Zebraman ,Comedy,3.5,2004,2.0
6721,58879,Shine a Light ,Documentary|Musical|IMAX,3.5,2008,1.0
6724,58975,"Ruins, The ",Horror|Thriller,3.5,2008,1.0
4645,6944,Father of the Bride ,Comedy,3.5,1991,13.0
6661,57243,"Band's Visit, The (Bikur Ha-Tizmoret) ",Comedy|Drama,3.5,2007,3.0
4745,7069,"Macbeth (a.k.a. Tragedy of Macbeth, The) ",Drama,3.5,1971,4.0
4701,7017,Passenger 57 ,Action|Thriller,3.5,1992,3.0
4736,7058,Life with Father ,Comedy,3.5,1947,1.0
4735,7057,"Midsummer Night's Dream, A ",Comedy|Fantasy|Romance,3.5,1935,1.0
4732,7054,Little Women ,Drama,3.5,1949,2.0
4729,7051,"What's New, Pussycat ",Comedy,3.5,1965,2.0
6600,55451,The Jane Austen Book Club ,Comedy|Drama|Romance,3.5,2007,2.0
6603,55555,"Edge of Heaven, The (Auf der anderen Seite) ",Drama,3.5,2007,1.0
1795,2394,"Prince of Egypt, The ",Animation|Musical,3.5,1998,25.0
6615,55844,Itty Bitty Titty Committee ,Comedy|Drama|Romance,3.5,2007,1.0
6617,55872,August Rush ,Drama|Musical,3.5,2007,6.0
4660,6962,OT: Our Town ,Documentary,3.5,2002,1.0
4696,7010,"Lover, The (Amant, L') ",Drama|Romance,3.5,1992,3.0
4693,7007,"Last Boy Scout, The ",Action|Comedy|Crime|Drama|Thriller,3.5,1991,8.0
6634,56286,I'm Not There ,Drama,3.5,2007,2.0
6635,56333,"Savages, The ",Comedy|Drama,3.5,2007,1.0
4681,6990,The Great Train Robbery ,Action|Adventure|Comedy|Crime|Drama,3.5,1978,1.0
4680,6989,Gorky Park ,Crime|Drama|Thriller,3.5,1983,4.0
4674,6982,Forbidden Games (Jeux interdits) ,Drama|War,3.5,1952,1.0
4662,6965,Journeys with George ,Documentary,3.5,2002,1.0
6733,59118,Happy-Go-Lucky ,Comedy|Drama,3.5,2008,1.0
6736,59131,Are You Scared? ,Horror,3.5,2006,1.0
6739,59220,Outsourced ,Comedy|Romance,3.5,2006,1.0
4499,6660,"Red Shoes, The ",Drama|Fantasy|Musical|Romance,3.5,1948,1.0
1166,1546,Schizopolis ,Comedy,3.5,1996,1.0
6822,61132,Tropic Thunder ,Action|Adventure|Comedy|War,3.5,2008,33.0
6825,61210,Mutant Chronicles ,Action|Adventure|Sci-Fi,3.5,2008,1.0
4515,6688,Autumn Spring (Babí léto) ,Comedy|Drama,3.5,2001,1.0
6835,61319,Somers Town ,Drama,3.5,2008,1.0
4510,6678,"Handmaid's Tale, The ",Drama|Sci-Fi,3.5,1990,1.0
4505,6667,Waco: The Rules of Engagement ,Documentary,3.5,1997,1.0
4502,6664,Commando ,Action|Adventure,3.5,1985,6.0
4495,6654,Atragon (Kaitei Gunkan) ,Adventure|Sci-Fi,3.5,1963,1.0
4579,6803,Phenomena (a.k.a. Creepers) ,Horror|Mystery|Thriller,3.5,1985,1.0
6857,62293,"Duchess, The ",Drama|Romance,3.5,2008,4.0
6858,62299,Alone in the Dark II ,Action|Horror,3.5,2008,1.0
4486,6629,House of Wax ,Crime|Horror|Mystery|Thriller,3.5,1953,3.0
4473,6609,"Gospel According to St. Matthew, The (Vangelo secondo Matteo, Il) ",Drama,3.5,1964,1.0
6882,63033,Blindness ,Drama|Mystery|Romance|Thriller,3.5,2008,1.0
4470,6598,Step Into Liquid ,Documentary,3.5,2002,1.0
4468,6596,"Divorce, Le ",Comedy|Drama|Romance,3.5,2003,1.0
6888,63179,Tokyo! ,Drama,3.5,2008,1.0
4524,6706,Taking Sides ,Drama,3.5,2001,1.0
6815,60979,Batman: Gotham Knight ,Action|Animation|Crime,3.5,2008,3.0
4531,6715,Children of the Night ,Horror,3.5,1991,1.0
6808,60885,"Zone, The (La Zona) ",Drama|Thriller,3.5,2007,2.0
6750,59440,Bella ,Drama|Romance,3.5,2006,1.0
4571,6790,Avalon ,Drama|Fantasy|Sci-Fi,3.5,2001,3.0
6758,59731,"Bigger, Stronger, Faster* ",Documentary,3.5,2008,1.0
4565,6783,"Rules of the Game, The (La règle du jeu) ",Comedy|Drama,3.5,1939,3.0
6761,59810,Recount ,Drama,3.5,2008,1.0
6764,59915,Stuck ,Horror|Thriller,3.5,2007,1.0
4556,6770,My Life Without Me ,Drama|Romance,3.5,2003,2.0
6771,60046,"Children of Huang Shi, The ",Drama|War,3.5,2008,1.0
6778,60161,Futurama: The Beast with a Billion Backs ,Action|Animation|Comedy|Romance|Sci-Fi,3.5,2008,6.0
4548,6754,Underworld ,Action|Fantasy|Horror,3.5,2003,33.0
4547,6753,Secondhand Lions ,Children|Comedy|Drama,3.5,2003,12.0
4546,6752,"Fighting Temptations, The ",Drama,3.5,2003,1.0
1178,1569,My Best Friend's Wedding ,Comedy|Romance,3.5,1997,40.0
6789,60471,Rogue ,Action|Adventure|Horror|Sci-Fi|Thriller,3.5,2007,1.0
6792,60516,Meet Dave ,Adventure|Children|Comedy|Romance|Sci-Fi,3.5,2008,2.0
6794,60538,Shrooms ,Horror|Thriller,3.5,2007,1.0
6800,60753,Felon ,Crime|Drama,3.5,2008,2.0
1239,1648,"House of Yes, The ",Comedy|Drama,3.5,1997,4.0
6567,55094,In the Valley of Elah ,Drama|Mystery,3.5,2007,3.0
5031,7833,Shadow of the Thin Man ,Comedy|Crime|Mystery,3.5,1941,1.0
6388,50514,After the Wedding (Efter brylluppet) ,Drama,3.5,2006,1.0
6357,49524,"Nativity Story, The ",Drama,3.5,2006,2.0
4938,7443,This So-Called Disaster ,Documentary,3.5,2003,1.0
4936,7439,"Punisher, The ",Action|Crime|Thriller,3.5,2004,14.0
6364,49735,Another Gay Movie ,Comedy,3.5,2006,1.0
7222,73290,Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale) ,Drama,3.5,2009,2.0
4922,7379,The Alamo ,Drama|War|Western,3.5,2004,6.0
4921,7377,"United States of Leland, The ",Crime|Drama,3.5,2003,1.0
6382,50274,Venus ,Drama|Romance,3.5,2006,2.0
4914,7368,Never Die Alone ,Crime|Drama|Thriller,3.5,2004,1.0
6337,48982,Flushed Away ,Animation|Comedy,3.5,2006,7.0
6401,50804,Hannibal Rising ,Drama|Horror|Thriller,3.5,2007,3.0
1279,1696,Bent ,Drama|War,3.5,1997,2.0
4907,7357,Peyton Place ,Drama|Romance,3.5,1957,1.0
6408,50942,"Wake Up, Ron Burgundy ",Comedy,3.5,2004,1.0
4903,7348,Spartan ,Thriller,3.5,2004,3.0
6419,51091,Black Snake Moan ,Drama,3.5,2006,4.0
4899,7344,"Wrong Arm of the Law, The ",Comedy|Crime,3.5,1963,1.0
1276,1693,Amistad ,Drama|Mystery,3.5,1997,19.0
4947,7457,Breakin' All the Rules ,Comedy|Romance,3.5,2004,1.0
4961,7561,Paperhouse ,Fantasy|Horror|Thriller,3.5,1988,1.0
4748,7072,Stagecoach ,Action|Drama|Romance|Western,3.5,1939,3.0
5010,7757,Jason and the Argonauts ,Action|Adventure|Fantasy,3.5,1963,6.0
5030,7832,"Thin Man Goes Home, The ",Comedy|Crime|Mystery,3.5,1945,1.0
5029,7831,Another Thin Man ,Comedy|Crime|Drama|Mystery|Romance,3.5,1939,1.0
5028,7826,"Secret Life of Walter Mitty, The ",Comedy|Romance|Thriller,3.5,1947,1.0
6278,47640,Beerfest ,Comedy,3.5,2006,6.0
6281,47721,"Red Balloon, The (Ballon rouge, Le) ",Children|Fantasy,3.5,1956,1.0
5018,7786,Genghis Blues ,Documentary,3.5,1999,1.0
6282,47725,Angel-A ,Comedy|Drama|Fantasy|Romance,3.5,2005,3.0
5014,7772,Undercurrent ,Film-Noir|Thriller,3.5,1946,1.0
5008,7753,Tuesdays with Morrie ,Drama,3.5,1999,2.0
4976,7618,Chaplin ,Drama,3.5,1992,2.0
1308,1754,Fallen ,Crime|Drama|Fantasy|Thriller,3.5,1998,15.0
5004,7743,Explorers ,Adventure|Children|Sci-Fi,3.5,1985,2.0
6297,48043,"Fountain, The ",Drama|Fantasy|Romance,3.5,2006,14.0
4998,7716,"Lonely Guy, The ",Comedy,3.5,1984,1.0
1698,2283,"Sheltering Sky, The ",Drama,3.5,1990,2.0
6303,48214,Land of Plenty (Angst and Alienation in America) ,Drama,3.5,2004,1.0
4990,7702,"Bells of St. Mary's, The ",Drama,3.5,1945,1.0
6322,48638,Fellini's Casanova (Il Casanova di Federico Fellini) ,Drama|Romance,3.5,1976,2.0
4897,7336,"Damned, The (La Caduta degli dei) ",Drama|War,3.5,1969,1.0
6421,51174,Factory Girl ,Drama,3.5,2006,1.0
4894,7328,"Passion of Anna, The (Passion, En) ",Drama,3.5,1969,1.0
6538,54617,"Brice Man, The (Brice de Nice) ",Comedy,3.5,2005,1.0
